"SERVER";"TYPE 1";"MODEL";"MARQUE";"TYPE 2";"APP";"VSI";"Criticit?";"DEPART";"RESP";"SITE";"Powerstate";"OS EDITOR";"OS VERSION";"Creation date";"Primary IP Address";"IDRAC / ILO";"Host";"Garantie"
"FRSPRLPS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LPS";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"19/07/2023 00:00:00";"172.31.215.201";;"CLUSTER ROUBAIX";
"FRSPRLTN002";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DOMINO";;"Basse";"Infra";"DESOUSA";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022 (64-bit)";"19/07/2023 00:00:00";"172.31.215.212";;;
"FRSPRLYO001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 18:03:21";"172.16.0.9";;"frspresx007.stago.grp";
"FRSPRLYO002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 17:44:27";"172.31.95.111";;"frspresx006.stago.grp";
"FRSPRLYO003";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 17:52:40";"172.31.203.179";;"frspresx006.stago.grp";
"FRSPRLYO004";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 17:54:25";"172.31.95.47";;"frspresx006.stago.grp";
"FRSPRLYO005";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 18:05:38";"172.31.203.174";;"frspresx007.stago.grp";
"FRSPRMDP001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"BCK_HPDP";"Non";"Basse";"PROD";"INFRA";"FRANCE/GENNEVILLIERS";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"28/07/2022 16:15:53";"172.20.214.6";;"frspresx014.stago.grp";
"FRSPRLYO006";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 17:57:21";"172.31.203.175";;"frspresx006.stago.grp";
"FRSPRLYO007";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 18:09:02";"172.31.203.176";;"frspresx007.stago.grp";
"FRSPRLYO008";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 18:00:06";"172.31.203.177";;"frspresx006.stago.grp";
"FRSPRLYO009";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"LYO";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"23/03/2022 18:11:05";"172.31.203.178";;"frspresx007.stago.grp";
"FRSPRM30001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.34";;"172.17.20.62";
"FRSPRMAP001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"MAPTOOLKIT";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"28/02/2022 19:42:37";"172.31.215.78";;"172.17.20.52";
"FRSPRMOD001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MODULA";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"05/04/2023 00:00:00";"172.31.203.227";;"Cluste vSAN Taverny";
"FRSPRMSG001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"MSG";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"169.254.4.214";;"172.17.20.56";
"FRSPRMSG002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"MSG";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.20";;"172.17.20.57";
"FRSPRMSO001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SYNCHROTEAM";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"31/01/2022 12:08:42";"172.31.215.71";;"172.17.20.62";
"FRSPRNAS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"NAS";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.129.17";;"172.17.20.50";
"FRSPRPMI051";"OVH - STAGO PROD";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ERP DIAGDEV";"Non";"Basse";"?";"?";"FRANCE/CASTRIES";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"13/06/2022 15:20:50";"172.20.134.11";;"frspresx010.stago.grp";
"FRSPRNAS002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"NAS";;"Moyen";"INFRA";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Windows Server 2022";"06/02/2024 00:00:00";"172.31.215.250";;;
"FRSPRNIT001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"NEURONES";"Non";"Basse";"ADMIN-NIT";"NEURONES";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.4.15";;"172.17.20.68";
"FRSPRNIT002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"NEURONES";;"Basse";"NEURONES";"NEURONES";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.91";;"172.17.20.68";
"FRSPRNXS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"?";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.129.13";;"172.17.20.50";
"FRSPROEM001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"GSA";"LEMAITRE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"10/12/2021 15:21:12";"172.31.215.73";;"172.17.20.65";
"FRSPRPRN005";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"PROD";"INFRA";"FRANCE/LA FERTE SAINT AUBIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 15:59:18";"172.20.132.10";;"frspresx003.stago.grp";
"frsprpki001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PKI";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"14/04/2022 17:02:05";"172.20.220.41";;"172.17.20.64";
"FRSPRPRN007";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"PROD";"INFRA";"FRANCE/MARSEILLE";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 16:20:36";"172.20.131.10";;"frspresx016.stago.grp";
"FRSPRPRN008";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"PROD";"INFRA";"FRANCE/CASTRIES";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 16:55:47";"172.20.134.10";;"frspresx010.stago.grp";
"frsprpki002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PKI";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"20/04/2022 09:42:40";"172.20.220.42";;"172.17.20.68";
"FRSPRPRE001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PREACTOR";;"Basse";"APPLI";"BOQUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.11";;"172.17.20.57";
"FRSPRPRN001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"28/03/2022 08:59:53";"172.31.209.10";;"frtav98.stago.grp";
"FRSPRPWC001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SEC";;"Basse";"PROD";"RETTER";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019";"04/11/2022 17:09:39";"172.31.215.230";;"172.17.20.59";
"FRSPRPRN002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PRINTER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.31.215.25";;"172.17.20.52";
"FRSPRQTS001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"QUARTIS";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"13/05/2022 13:30:42";"172.31.103.220";;"frtav97.stago.grp";
"FRSPRPRN003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PRINTER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.31.215.26";;"172.17.20.61";
"FRSPRPRN004";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PRINTER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.31.215.92";;"172.17.20.68";
"FRSPRPRN006";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ANGERS";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"19/04/2022 17:50:15";"172.20.145.10";;"frspresx017.stago.grp";
"FRSPRPRN009";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PRINTER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"01/10/2023 00:00:00";"172.31.215.232";;"CLUSTER ROUBAIX";
"FRSPRPRX001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRX";;"Basse";"APPLI";"BOQUET";"FRANCE/GENNEVILLIERS";"On";"Linux";"CentOS 4/5 or later (64-bit)";"30/09/2022 00:00:00";"172.20.211.21";;"frspresx011.stago.grp";
"frsprpsc001";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"NEURONES";;"Basse";"NEURONES";"NEURONES";"FRANCE/DATACENTER OVH/Roubaix";"Off";"Linux";"Other 3.x or later Linux (64-bit)";"01/01/1970 01:00:00";"0";;"frspresx004";
"FRSPRPWS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"Password Safe";;"Basse";"RSO";"OUDIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016";"05/07/2022 19:18:51";"172.20.220.43";;"172.17.20.57";
"FRSPRRDS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"RDS";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"26/07/2021 17:08:22";"172.31.215.30";;"172.17.20.62";
"FRSPRSEC001_ne_pas_rallumer";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"?";;"Basse";"PROD";"RSO";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"0";;"172.17.20.60";
"FRSPRREP001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"Repository Linux";;"Basse";"INFRA";"SMITH";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 12 (64-bit)";"05/02/2024 00:00:00";"172.20.91.229";;;
"FRSPRSEC002_rest_110822";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PANORAMA";;"Basse";"PROD";"RSO";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"0";;"172.17.20.50";
"FRSPRRWI001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ROOMWIZARD";;"Basse";"INFRA";"DEPARIS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"04/02/2022 12:42:48";"172.31.215.125";;"172.17.20.68";
"FRSPRSAD001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PSAD";;"Basse";"GSA";"PREVOST";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2019";"03/05/2023 00:00:00";"172.20.70.6";;"Cluster AQUIWEB";
"FRSPRSAG001";"OVH - STAGO PROD";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SAGE";;"Basse";"APPLI";"GROSOS";"FRANCE/LA FERTE SAINT AUBIN";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"07/04/2022 10:52:27";"172.20.52.214";;"frspresx003.stago.grp";
"FRSPRSQL003";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.91.81";;"frspresx004";
"FRSPRSQL004";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.102";;"frspresx004";
"FRSPRSAG002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SAGE";;"Basse";"APPLI";"GROSOS";"FRANCE/MARSEILLE";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"14/04/2022 14:42:53";"172.20.131.7";;"frspresx016.stago.grp";
"FRSPRSAG003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SAGE";;"Basse";"APPLI";"GROSOS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.46";;"172.17.20.50";
"FRSPRSAG004";"OVH - STAGO PROD";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SAGE";;"Basse";"APPLI";"GROSOS";"FRANCE/CASTRIES";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"30/12/1899 00:00:00";"172.20.53.28";;"frspresx010.stago.grp";
"FRSPRSAV001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SAV";;"Basse";"APPLI";"KADDOURI";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"04/01/2021 14:13:59";"172.31.98.132";;"172.17.20.52";
"FRSPRSEC002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PANORAMA";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.213.250";;"172.17.20.50";
"FRSPRSEN001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SENTINEL";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.91.81";;"172.17.20.59";
"FRSPRSES001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SOLIDWORKS";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.102";;"172.17.20.63";
"FRSPRSIP001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SIP";;"Basse";"RSO";"LAMBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.124";;"172.17.20.62";
"FRSPRSMT001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SRV SMTP";;"Haute";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 12 (64-bit)";"06/02/2024 00:00:00";;;;
"FRSPRSMT002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SRV SMTP";;"Haute";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 12 (64-bit)";"06/02/2024 00:00:00";;;;
"FRSPRSQL007";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.60";;"frspresx004";
"FRSPRSQL008";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.114";;"172.17.20.58";
"FRSPRSQL009";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 2";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.130";;"frspresx005";
"FRSPRSQL010";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.131";;"frspresx004";
"FRSPRSQL011";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 2";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.132";;"frspresx005";
"FRSPRSQL012";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.133";;"frspresx004";
"FRSPRSQL013";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 2";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.134";;"frspresx005";
"FRSPRSQL014";"VMOVH";"VMWARE";"VMWARE";"OVH - Cluster SQL 1";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"192.168.252.135";;"frspresx004";
"FRSPRSQL015";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SSIS";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"20/09/2021 14:07:48";"172.31.215.67";;"172.17.20.68";
"FRSPRSQL016";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"07/10/2021 14:30:08";"172.31.215.141";;"172.17.20.68";
"FRSPRSQL017";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2019";"03/10/2022 09:52:32";"172.20.211.23";;"frsprsql012.stago.grp";
"FRSPRSQL018";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2019";"06/06/2023 00:00:00";"172.20.70.106";;"FRTAV97";
"FRSPRSQL019";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2019";"06/06/2023 00:00:00";"172.20.70.107";;"FRTAV98";
"FRSPRSQL020";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"12/07/2023 00:00:00";"172.31.215.198";;"CLUSTER ROUBAIX";
"FRSPRSQL021";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"12/07/2023 00:00:00";"172.31.215.199";;"CLUSTER ROUBAIX";
"FRSPRSQL100";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SQL";;"Basse";"APPLI";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.129.15";;"172.17.20.50";
"FRSPRSTM001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"STHEM LOGO";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Ubuntu Linux (64-bit)";"07/04/2022 10:59:17";"172.31.215.186";;"172.17.20.54";
"FRSPRSVN052";"OVH - STAGO PROD";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SVN";"Non";"Basse";"APPLI";"SCORY";"FRANCE/CASTRIES";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/06/2022 14:44:41";"172.20.53.38";;"frspresx010.stago.grp";
"FRSPRTCS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"?";;"Basse";"?";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.129.14";;"172.17.20.50";
"FRSPRVID003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"WEBEXCONNECTOR";;"Basse";"PROD";"INFRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.95";;"172.17.20.52";
"FRSPRTCY001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TEAMCITY";;"Moyen";"APPLI";"PUJOLS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"01/09/2023 00:00:00";"172.31.215.246";;"CLUSTER ROUBAIX";
"FRSPRTCY002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TEAMCITY";;"Moyen";"APPLI";"PUJOLS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"01/09/2023 00:00:00";"172.31.215.247";;"CLUSTER ROUBAIX";
"FRSPRTDM001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TDM";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.45";;"172.17.20.68";
"FRSPRTDM002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TDM";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.48";;"172.17.20.57";
"FRSPRVAR001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"VARONIS";;"Basse";"RSO";"OUDIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"03/11/2021 11:26:17";"172.31.215.180";;"172.17.20.60";
"FRSPRVAR002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"VARONIS";;"Basse";"RSO";"OUDIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"03/11/2021 13:36:48";"172.31.215.70";;"172.17.20.58";
